8,80
tau,tauDot,q,qDot,u
0,0,4581.06,-83.533
0,22.9053,4002.94,-806.949
0.114526,42.92,1520.45,-861.256
0.329126,50.5222,-923.755,-586.667
0.581738,45.9035,-2446.33,-230.664
0.811255,33.6718,-2895.86,60.7352
0.979614,19.1925,-2525.7,229.102
1.07558,6.56404,-1728.11,277.085
1.1084,-2.0765,-859.37,239.615
1.09801,-6.37335,-155.333,160.16
1.06615,-7.15002,282.753,75.4079
1.0304,-5.73625,460.068,8.43956
1.00172,-3.43591,443.7,-31.605
0.984537,-1.21741,320.488,-46.0955
0.97845,0.385032,167.212,-42.2098
0.980375,1.22109,35.6563,-28.7119
0.98648,1.39937,-49.8345,-13.0873
0.993477,1.1502,-86.8992,-0.198174
0.999228,0.715705,-86.4685,7.83712
1.00281,0.283362,-64.3879,11.0228
1.00422,-0.0385774,-35.3296,10.5903
1.00403,-0.215225,-9.56833,8.16914
1.00295,-0.263067,7.77194,5.20745
1.00164,-0.224207,15.8498,2.68126
1.00052,-0.144958,16.5193,1.04614
0.999793,-0.0623616,12.7277,0.340795
0.999481,0.00127707,7.31085,0.352524
0.999488,0.0378313,2.32265,0.776736
0.999677,0.0494445,-1.1553,1.33263
0.999924,0.0436681,-2.87837,1.8242
1.00014,0.0292762,-3.14876,2.15416
1.00029,0.0135324,-2.50901,2.30702
1.00036,0.000987371,-1.50371,2.31858
1.00036,-0.00653116,-0.540872,2.24536
1.00033,-0.00923551,0.15382,2.14153
1.00028,-0.00846641,0.51743,2.04623
1.00024,-0.00587926,0.597233,1.97997
1.00021,-0.0028931,0.492408,1.9473
1.0002,-0.000431058,0.307119,1.94236
1.00019,0.00110454,0.122076,1.95473
1.0002,0.00171492,-0.0160208,1.97401
1.00021,0.00163481,-0.0919849,1.99241
1.00022,0.00117489,-0.112733,2.00565
1.00022,0.000611221,-0.0962408,2.01255
1.00023,0.000130017,-0.0623414,2.01403
1.00023,-0.00018169,-0.0269307,2.01199
1.00023,-0.000316344,0.000399004,2.00844
1.00022,-0.000314349,0.0161335,2.0049
1.00022,-0.000233681,0.0211696,2.00227
1.00022,-0.000127833,0.018733,2.00083
1.00022,-3.41681e-05,0.0125828,2.00044
1.00022,2.8746e-05,0.00583657,2.00076
1.00022,5.79288e-05,0.000451329,2.00141
1.00022,6.01855e-05,-0.00278316,2.00209
1.00022,4.62697e-05,-0.00395332,2.00261
1.00022,2.65031e-05,-0.00363139,2.00291
1.00022,8.34614e-06,-0.00252632,2.003
1.00022,-4.28548e-06,-0.00124701,2.00296
1.00022,-1.05206e-05,-0.000190334,2.00284
1.00022,-1.14722e-05,0.000470074,2.00271
1.00022,-9.12185e-06,0.000733829,2.00261
1.00022,-5.4527e-06,0.000701039,2.00254
1.00022,-1.94751e-06,0.000504719,2.00252
1.00022,5.76088e-07,0.000263302,2.00253
1.00022,1.8926e-06,5.68203e-05,2.00255
1.00022,2.1767e-06,-7.71922e-05,2.00257
1.00022,1.79074e-06,-0.000135317,2.00259
1.00022,1.11415e-06,-0.000134769,2.00261
1.00022,4.4031e-07,-0.000100363,2.00261
1.00022,-6.15026e-08,-5.50411e-05,2.00261
1.00022,-3.36708e-07,-1.48586e-05,2.00261
1.00022,-4.11001e-07,1.21823e-05,2.0026
1.00022,-3.50089e-07,2.47691e-05,2.0026
1.00022,-2.26244e-07,2.5797e-05,2.0026
1.00022,-9.72587e-08,1.98675e-05,2.00259
1.00022,2.0789e-09,1.14065e-05,2.00259
1.00022,5.91115e-08,3.61886e-06,2.0026
1.00022,7.72058e-08,-1.80885e-06,2.0026
1.00022,6.81616e-08,-4.49626e-06,2.0026
1.00022,4.56803e-08,-4.91611e-06,2.0026
